player_id,Name,Sex,Team,NOC,Year,Season,City,Sport,Event,Medal
10220,Veikko Asikainen,M,Finland,FIN,1952,Summer,Helsinki,Football,Football Men's Football,No medal
10221,Jackson Asiku,M,Uganda,UGA,2000,Summer,Sydney,Boxing,Boxing Men's Flyweight,No medal
10222,Dimitra Asilian,F,Greece,GRE,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Silver
10223,Alexandra Asimaki,F,Greece,GRE,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,No medal
10224,Andreas Asimakopoulos,M,Greece,GRE,1912,Summer,Stockholm,Swimming,Swimming Men's 100 metres Freestyle,No medal
10225,Andreas Asimakopoulos,M,Greece,GRE,1920,Summer,Antwerpen,Water Polo,Water Polo Men's Water Polo,No medal
10226,Andreas Asimakopoulos,M,Greece,GRE,1924,Summer,Paris,Water Polo,Water Polo Men's Water Polo,No medal
10227,Carlo Marzano,M,Italy,ITA,1920,Summer,Antwerpen,Equestrianism,"Equestrianism Men's Jumping, Team",Bronze
10228,Carlo Marzano,M,Italy,ITA,1920,Summer,Antwerpen,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",No medal
10229,Tommy Asinga,M,Suriname,SUR,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,No medal
10230,Tommy Asinga,M,Suriname,SUR,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,No medal
10231,Tommy Asinga,M,Suriname,SUR,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,No medal
10232,Sydney Asiodu,M,Nigeria,NGR,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
10233,Victor Asirvatham,M,Malaysia,MAS,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,No medal
10234,Victor Asirvatham,M,Malaysia,MAS,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,No medal
10236,Gabriele Askamp,F,West Germany,FRG,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Breaststroke,No medal
10237,Gabriele Askamp,F,West Germany,FRG,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Breaststroke,No medal
10238,Hossein Askari,M,Iran,IRI,2000,Summer,Sydney,Cycling,"Cycling Men's Road Race, Individual",No medal
10239,Hossein Askari,M,Iran,IRI,2004,Summer,Athina,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",No medal
10240,Hossein Askari,M,Iran,IRI,2008,Summer,Beijing,Cycling,"Cycling Men's Road Race, Individual",No medal
10241,Hossein Askari,M,Iran,IRI,2008,Summer,Beijing,Cycling,Cycling Men's Individual Time Trial,No medal
10242,Rouhollah Gandomani,M,Iran,IRI,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,No medal
10243,Almaz Askarov,M,Kyrgyzstan,KGZ,2000,Summer,Sydney,Wrestling,"Wrestling Men's Welterweight, Freestyle",No medal
10244,Yerzhan Askarov,M,Kyrgyzstan,KGZ,2012,Summer,London,Athletics,Athletics Men's 800 metres,No medal
10248,Holger Askehave,M,Denmark,DEN,1924,Summer,Paris,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",No medal
10249,Sanna Askelf,F,Sweden,SWE,2004,Summer,Athina,Judo,Judo Women's Half-Lightweight,No medal
10250,Johan Asker,M,Sweden,SWE,1956,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",No medal
10251,Johan Asker,M,Sweden,SWE,1956,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Team",No medal
10252,Jorun Askersrud-tangen,F,Norway,NOR,1952,Summer,Helsinki,Athletics,Athletics Women's 100 metres,No medal
10254,Jorun Askersrud-tangen,F,Norway,NOR,1952,Summer,Helsinki,Athletics,Athletics Women's 80 metres Hurdles,No medal
10255,Roy Askevold,M,Norway,NOR,1960,Summer,Roma,Boxing,Boxing Men's Light-Middleweight,No medal
10256,Henry Askew,M,Great Britain,GBR,1948,Summer,London,Athletics,Athletics Men's Long Jump,No medal
10258,Kittil Askildt,M,Norway,NOR,1924,Summer,Paris,Athletics,Athletics Men's Shot Put,No medal
10259,Kittil Askildt,M,Norway,NOR,1924,Summer,Paris,Athletics,Athletics Men's Discus Throw,No medal
10260,Kittil Askildt,M,Norway,NOR,1928,Summer,Amsterdam,Athletics,Athletics Men's Discus Throw,No medal
10261,Peter Askjr-friis,M,Denmark,DEN,1972,Summer,Munich,Fencing,"Fencing Men's epee, Individual",No medal
10262,Peter Askjr-friis,M,Denmark,DEN,1972,Summer,Munich,Fencing,"Fencing Men's epee, Team",No medal
10263,Arvo Askola,M,Finland,FIN,1936,Summer,Berlin,Athletics,"Athletics Men's 10,000 metres",Silver
10264,Ben Askren,M,United States,USA,2008,Summer,Beijing,Wrestling,"Wrestling Men's Middleweight, Freestyle",No medal
10265,Thomas Askwith,M,Great Britain,GBR,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,No medal
10266,Thomas Askwith,M,Great Britain,GBR,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Eights,No medal
10267,Javid Aslam,M,Norway,NOR,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Welterweight,No medal
10268,Khurshid Aslam,M,Pakistan,PAK,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Gold
10269,Muhammad Aslam,M,Pakistan,PAK,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,No medal
10270,Muhammad Aslam,M,Pakistan,PAK,1952,Summer,Helsinki,Athletics,Athletics Men's 200 metres,No medal
10271,Muhammad Aslam,M,Pakistan,PAK,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
10272,Muhammad Aslam,M,Pakistan,PAK,1952,Summer,Helsinki,Athletics,Athletics Men's Marathon,No medal
10273,Muhammad Aslam,M,Pakistan,PAK,1956,Summer,Melbourne,Athletics,Athletics Men's Marathon,No medal
10274,Sardar Aslam,M,India,IND,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
10275,Erdin Aslan,M,Turkey,TUR,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Super-Heavyweight,No medal
10276,Erdin Aslan,M,Turkey,TUR,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Super-Heavyweight,No medal
10277,Bezik Aslanasvili,M,Greece,GRE,2004,Summer,Athina,Wrestling,"Wrestling Men's Lightweight, Freestyle",No medal
10281,Konstantinos Aslanidis,M,Greece,GRE,1948,Summer,London,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",No medal
10282,Konstantinos Aslanidis,M,Greece,GRE,1948,Summer,London,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",No medal
10283,Elnur Aslanov,M,Azerbaijan,AZE,2004,Summer,Athina,Wrestling,"Wrestling Men's Middleweight, Freestyle",No medal
10284,Fuad Aslanov,M,Azerbaijan,AZE,2004,Summer,Athina,Boxing,Boxing Men's Flyweight,Bronze
10285,Vqar Aslanov,M,Azerbaijan,AZE,2004,Summer,Athina,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",No medal
10286,Samvel Aslanyan,M,Russia,RUS,2008,Summer,Beijing,Handball,Handball Men's Handball,No medal
10287,Aziz Manesh,M,Iran,IRI,1964,Summer,Tokyo,Football,Football Men's Football,No medal
10288,Haseri Asli,M,Brunei,BRU,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,No medal
10290,Kosovare Asllani,F,Sweden,SWE,2012,Summer,London,Football,Football Women's Football,No medal
10291,Kosovare Asllani,F,Sweden,SWE,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
10292,Brahim Asloum,M,France,FRA,2000,Summer,Sydney,Boxing,Boxing Men's Light-Flyweight,Gold
10293,Rdouane Asloum,M,France,FRA,2004,Summer,Athina,Boxing,Boxing Men's Light-Flyweight,No medal
10294,Axel Slund,M,Sweden,SWE,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
10295,Axel Slund,M,Sweden,SWE,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
10299,Krlis Amanis,M,Latvia,LAT,1924,Summer,Paris,Football,Football Men's Football,No medal
10300,Viktor Asmayev,M,Soviet Union,URS,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
10301,Bolota Asmerom,M,Eritrea,ERI,2000,Summer,Sydney,Athletics,"Athletics Men's 5,000 metres",No medal
10302,Yared Tesfit,M,Eritrea,ERI,2008,Summer,Beijing,Athletics,Athletics Men's Marathon,No medal
10303,Yared Tesfit,M,Eritrea,ERI,2012,Summer,London,Athletics,Athletics Men's Marathon,No medal
10304,Gerhard Amus,M,Germany,GER,1960,Summer,Roma,Shooting,Shooting Men's Trap,No medal
10305,Helene Asmus,F,Germany,GER,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,No medal
10306,Christian Asmussen,M,Denmark,DEN,1924,Summer,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
10307,Gunnar Asmussen,M,Denmark,DEN,1968,Summer,Mexico City,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
10308,Gunnar Asmussen,M,Denmark,DEN,1972,Summer,Munich,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal
10310,Taro Aso,M,Japan,JPN,1976,Summer,Montreal,Shooting,Shooting Mixed Skeet,No medal
10312,Sofia Asoumanaki,F,Greece,GRE,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,No medal
10313,Per Asp,M,Sweden,SWE,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Middle-Heavyweight,No medal
10314,Gaston Aspa,M,France,FRA,1908,Summer,London,Boxing,Boxing Men's Middleweight,No medal
10315,Dina Aspandiyarova,F,Kazakhstan,KAZ,2000,Summer,Sydney,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal
10316,Dina Aspandiyarova,F,Kazakhstan,KAZ,2000,Summer,Sydney,Shooting,"Shooting Women's Sporting Pistol, 25 metres",No medal
10317,Dina Aspandiyarova,F,Australia,AUS,2008,Summer,Beijing,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal
10318,Dina Aspandiyarova,F,Australia,AUS,2008,Summer,Beijing,Shooting,"Shooting Women's Sporting Pistol, 25 metres",No medal
10319,Dina Aspandiyarova,F,Australia,AUS,2012,Summer,London,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal
10320,Plamen Asparukhov,M,Bulgaria,BUL,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Heavyweight I,No medal
10321,Simon Aspelin,M,Sweden-2,SWE,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,Silver
10322,Albert Aspen,M,Great Britain,GBR,1960,Summer,Roma,Wrestling,"Wrestling Men's Featherweight, Freestyle",No medal
10323,Albert Aspen,M,Great Britain,GBR,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Featherweight, Freestyle",No medal
10324,Brian Aspen,M,Great Britain,GBR,1980,Summer,Moskva,Wrestling,"Wrestling Men's Featherweight, Freestyle",No medal
10325,Brian Aspen,M,Great Britain,GBR,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Bantamweight, Freestyle",No medal
10327,Vctor Alayza,M,Peru,PER,2012,Summer,London,Rowing,Rowing Men's Single Sculls,No medal
10328,David Aspin,M,New Zealand,NZL,1972,Summer,Munich,Wrestling,"Wrestling Men's Middleweight, Freestyle",No medal
10329,David Aspin,M,New Zealand,NZL,1976,Summer,Montreal,Wrestling,"Wrestling Men's Middleweight, Freestyle",No medal
10330,Robert Aspin,M,Hera-1,GBR,1908,Summer,London,Sailing,Sailing Mixed 12 metres,Gold
10331,Edmund Aspinall,M,Great Britain,GBR,1908,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,No medal
10332,Georgios Aspiotis,M,Greece,GRE,1896,Summer,Athina,Cycling,"Cycling Men's Road Race, Individual",No medal
10333,Humberto Aspitia,M,Argentina,ARG,1964,Summer,Tokyo,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal
10334,Bengt Asplund,M,Sweden,SWE,1980,Summer,Moskva,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal
10335,Bengt Asplund,M,Sweden,SWE,1984,Summer,Los Angeles,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal
10336,Karl Asplund,M,Sweden,SWE,1956,Summer,Melbourne,Athletics,Athletics Men's Hammer Throw,No medal
10337,Karl Asplund,M,Sweden,SWE,1960,Summer,Roma,Athletics,Athletics Men's Hammer Throw,No medal
10338,Karl Asplund,M,Sweden,SWE,1964,Summer,Tokyo,Athletics,Athletics Men's Hammer Throw,No medal
10342,Hans Asplund,M,Sweden,SWE,1948,Summer,London,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",No medal
10344,Ophlie Aspord,F,France,FRA,2012,Summer,London,Swimming,Swimming Women's 10 kilometres Open Water,No medal
10345,Faustino Hinestroza,M,Colombia,COL,1992,Summer,Barcelona,Football,Football Men's Football,No medal
10346,Leonidas Asprilla,M,Colombia,COL,1976,Summer,Montreal,Boxing,Boxing Men's Lightweight,No medal
10347,Valerio Aspromonte,M,Italy,ITA,2012,Summer,London,Fencing,"Fencing Men's Foil, Individual",No medal
10348,Valerio Aspromonte,M,Italy,ITA,2012,Summer,London,Fencing,"Fencing Men's Foil, Team",Gold
10349,Anatoly Asrabayev,M,Unified Team,EUN,1992,Summer,Barcelona,Shooting,"Shooting Men's Running Target, 10 metres",Silver
10350,Ne'matullo Asronqulov,M,Tajikistan,TJK,2008,Summer,Beijing,Judo,Judo Men's Middleweight,No medal
10351,Salah Assad,M,Algeria,ALG,1980,Summer,Moskva,Football,Football Men's Football,No medal
10352,Johanis Assadoma,M,Indonesia,INA,1984,Summer,Los Angeles,Boxing,Boxing Men's Bantamweight,No medal
10353,Rustam Assakalov,M,Uzbekistan,UZB,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",No medal
10354,Eduardo Rabay,M,Mexico,MEX,1948,Summer,London,Wrestling,"Wrestling Men's Middleweight, Freestyle",No medal
10355,Eduardo Rabay,M,Mexico,MEX,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Middleweight, Freestyle",No medal
10356,Jeanine Issouf,F,France,FRA,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,No medal
10357,Abdul Assar,M,Afghanistan,AFG,1948,Summer,London,Football,Football Men's Football,No medal
10358,Abdul Assar,M,Afghanistan,AFG,1948,Summer,London,Football,Football Men's Football,No medal
10359,Khalid Assar,M,Egypt,EGY,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,No medal
10360,Omar Assar,M,Egypt,EGY,2012,Summer,London,Table Tennis,Table Tennis Men's Singles,No medal
10361,Omar Assar,M,Egypt,EGY,2012,Summer,London,Table Tennis,Table Tennis Men's Team,No medal
10362,Omar Assar,M,Egypt,EGY,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,No medal
10363,Samer Assassa,M,Syria,SYR,1980,Summer,Moskva,Football,Football Men's Football,No medal
10364,Sarkis Assatourian,M,Iran,IRI,1976,Summer,Montreal,Fencing,"Fencing Men's Foil, Team",No medal
10365,Sarkis Assatourian,M,Iran,IRI,1976,Summer,Montreal,Fencing,"Fencing Men's epee, Individual",No medal
10366,Sarkis Assatourian,M,Iran,IRI,1976,Summer,Montreal,Fencing,"Fencing Men's epee, Team",No medal
10367,Ass,M,France,FRA,1900,Summer,Paris,Fencing,"Fencing Men's epee, Masters, Individual",No medal
10368,Abraham Assefa,M,Ethiopia,ETH,1996,Summer,Atlanta,Athletics,"Athletics Men's 10,000 metres",No medal
10369,Meskerem (wondimagegn),F,Ethiopia,ETH,2008,Summer,Beijing,Athletics,"Athletics Women's 1,500 metres",No medal
10370,Meskerem (wondimagegn),F,Ethiopia,ETH,2012,Summer,London,Athletics,"Athletics Women's 1,500 metres",No medal
10371,Sofia Abebe,F,Ethiopia,ETH,2008,Summer,Beijing,Athletics,"Athletics Women's 3,000 metres Steeplechase",No medal
10372,Sofia Abebe,F,Ethiopia,ETH,2012,Summer,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",Bronze
10373,Sofia Abebe,F,Ethiopia,ETH,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",No medal
10374,Tigist Assefa,F,Ethiopia,ETH,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,No medal
10375,Sonia Asselah,F,Algeria,ALG,2012,Summer,London,Judo,Judo Women's Heavyweight,No medal
10376,Sonia Asselah,F,Algeria,ALG,2016,Summer,Rio de Janeiro,Judo,Judo Women's Heavyweight,No medal
10377,Jonathan Asselin,M,Canada,CAN,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Individual",No medal
10378,Jonathan Asselin,M,Canada,CAN,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Team",No medal
10379,Roland Asselin,M,Canada,CAN,1948,Summer,London,Fencing,"Fencing Men's Foil, Individual",No medal
10380,Roland Asselin,M,Canada,CAN,1948,Summer,London,Fencing,"Fencing Men's Foil, Team",No medal
10381,Roland Asselin,M,Canada,CAN,1948,Summer,London,Fencing,"Fencing Men's epee, Individual",No medal
10382,Roland Asselin,M,Canada,CAN,1948,Summer,London,Fencing,"Fencing Men's epee, Team",No medal
10383,Roland Asselin,M,Canada,CAN,1948,Summer,London,Fencing,"Fencing Men's Sabre, Individual",No medal
10384,Roland Asselin,M,Canada,CAN,1948,Summer,London,Fencing,"Fencing Men's Sabre, Team",No medal
10385,Roland Asselin,M,Canada,CAN,1952,Summer,Helsinki,Fencing,"Fencing Men's Foil, Individual",No medal
10386,Roland Asselin,M,Canada,CAN,1952,Summer,Helsinki,Fencing,"Fencing Men's epee, Individual",No medal
10387,Roland Asselin,M,Canada,CAN,1952,Summer,Helsinki,Fencing,"Fencing Men's Sabre, Individual",No medal
10388,Roland Asselin,M,Canada,CAN,1956,Summer,Melbourne,Fencing,"Fencing Men's Foil, Individual",No medal
10389,Roland Asselin,M,Canada,CAN,1956,Summer,Melbourne,Fencing,"Fencing Men's epee, Individual",No medal
10390,Roland Asselin,M,Canada,CAN,1956,Summer,Melbourne,Fencing,"Fencing Men's Sabre, Individual",No medal
10394,Adam Assimi,M,Benin,BEN,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,No medal
10397,Mehdi Assous,M,Algeria,ALG,1996,Summer,Atlanta,Boxing,Boxing Men's Flyweight,No medal
10398,M. Astaburuaga,M,Chile,CHI,1928,Summer,Amsterdam,Swimming,Swimming Men's 100 metres Freestyle,No medal
10399,Jos Astacio,M,El Salvador,ESA,1968,Summer,Mexico City,Athletics,Athletics Men's 200 metres,No medal
10400,Jos Astacio,M,El Salvador,ESA,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,No medal
10401,Alina -kreiig),F,Romania,ROU,1988,Summer,Seoul,Athletics,Athletics Women's High Jump,No medal
10402,Alina -kreiig),F,Romania,ROU,1992,Summer,Barcelona,Athletics,Athletics Women's High Jump,Silver
10403,Alina -kreiig),F,Germany,GER,1996,Summer,Atlanta,Athletics,Athletics Women's High Jump,No medal
10404,Anton Astakhov,M,Russia,RUS,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Skeet,No medal
10405,Polina Astakhova,F,Soviet Union,URS,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Individual All-Around,No medal
10406,Polina Astakhova,F,Soviet Union,URS,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Team All-Around,Gold
10407,Polina Astakhova,F,Soviet Union,URS,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Team Portable Apparatus,Bronze
10408,Polina Astakhova,F,Soviet Union,URS,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Floor Exercise,No medal
10409,Polina Astakhova,F,Soviet Union,URS,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Horse Vault,No medal
10410,Polina Astakhova,F,Soviet Union,URS,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Uneven Bars,No medal
10411,Polina Astakhova,F,Soviet Union,URS,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Balance Beam,No medal
10412,Polina Astakhova,F,Soviet Union,URS,1960,Summer,Roma,Gymnastics,Gymnastics Women's Individual All-Around,Bronze
10413,Polina Astakhova,F,Soviet Union,URS,1960,Summer,Roma,Gymnastics,Gymnastics Women's Team All-Around,Gold
10414,Polina Astakhova,F,Soviet Union,URS,1960,Summer,Roma,Gymnastics,Gymnastics Women's Floor Exercise,Silver
10415,Polina Astakhova,F,Soviet Union,URS,1960,Summer,Roma,Gymnastics,Gymnastics Women's Horse Vault,No medal
10416,Polina Astakhova,F,Soviet Union,URS,1960,Summer,Roma,Gymnastics,Gymnastics Women's Uneven Bars,Gold
10417,Polina Astakhova,F,Soviet Union,URS,1960,Summer,Roma,Gymnastics,Gymnastics Women's Balance Beam,No medal
10418,Polina Astakhova,F,Soviet Union,URS,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Individual All-Around,Bronze
10419,Polina Astakhova,F,Soviet Union,URS,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Team All-Around,Gold
10420,Polina Astakhova,F,Soviet Union,URS,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Floor Exercise,Silver
10421,Polina Astakhova,F,Soviet Union,URS,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Horse Vault,No medal
10422,Polina Astakhova,F,Soviet Union,URS,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Uneven Bars,Gold
10423,Polina Astakhova,F,Soviet Union,URS,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Balance Beam,No medal
10424,Yevgeny Astanin,M,Uzbekistan,UZB,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",No medal
10425,Yevgeny Astanin,M,Uzbekistan,UZB,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal
10426,Igor Astapkovich,M,Unified Team,EUN,1992,Summer,Barcelona,Athletics,Athletics Men's Hammer Throw,Silver
10427,Igor Astapkovich,M,Belarus,BLR,1996,Summer,Atlanta,Athletics,Athletics Men's Hammer Throw,No medal
10428,Igor Astapkovich,M,Belarus,BLR,2000,Summer,Sydney,Athletics,Athletics Men's Hammer Throw,Bronze
10429,Igor Astapkovich,M,Belarus,BLR,2004,Summer,Athina,Athletics,Athletics Men's Hammer Throw,No medal
10430,Vladimir Astapovsky,M,Soviet Union,URS,1976,Summer,Montreal,Football,Football Men's Football,Bronze
10431,Igor Askasibar,M,Spain,ESP,2004,Summer,Athina,Cycling,"Cycling Men's Road Race, Individual",No medal
10433,Andrew Astbury,M,Great Britain,GBR,1980,Summer,Moskva,Swimming,Swimming Men's 400 metres Freestyle,No medal
10434,Andrew Astbury,M,Great Britain,GBR,1980,Summer,Moskva,Swimming,"Swimming Men's 1,500 metres Freestyle",No medal
10435,Andrew Astbury,M,Great Britain,GBR,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal
10436,Andrew Astbury,M,Great Britain,GBR,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Freestyle,No medal
10437,Andrew Astbury,M,Great Britain,GBR,1984,Summer,Los Angeles,Swimming,Swimming Men's 400 metres Freestyle,No medal
10438,Andrew Astbury,M,Great Britain,GBR,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
10446,Gunnar Asther,M,Swedish Star,SWE,1932,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Keelboat,Bronze
10447,Raphal Astier,M,France,FRA,2004,Summer,Athina,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal
10448,Ignacio Uriarte,M,Spain,ESP,1960,Summer,Roma,Cycling,"Cycling Men's Road Race, Individual",No medal
10449,Ignacio Uriarte,M,Spain,ESP,1960,Summer,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal
10450,Arthur Astley,M,Great Britain,GBR,1908,Summer,London,Athletics,Athletics Men's 400 metres,No medal
10451,Arthur Astley,M,Great Britain,GBR,1908,Summer,London,Athletics,Athletics Men's 800 metres,No medal
10453,Luis Guzmn,M,Spain,ESP,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Individual",No medal
10454,Luis Guzmn,M,Spain,ESP,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Team",No medal
10455,Luis Guzmn,M,Spain,ESP,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Individual",No medal
10456,Luis Guzmn,M,Spain,ESP,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Individual",No medal
10457,Luis Guzmn,M,Spain,ESP,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Team",No medal
10458,Luis Guzmn,M,Spain,ESP,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Individual",No medal
10459,Luis Guzmn,M,Spain,ESP,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Team",No medal
10460,John Astor,M,Great Britain,GBR,1908,Summer,London,Racquets,Racquets Men's Singles,Bronze
10461,John Astor,M,Great Britain-1,GBR,1908,Summer,London,Racquets,Racquets Men's Doubles,Gold
10462,Jonathan Strand,M,Finland,FIN,2012,Summer,London,Athletics,Athletics Men's 200 metres,No medal
10463,Erik Strm,M,Finland,FIN,1924,Summer,Paris,Athletics,Athletics Men's 400 metres,No medal
10464,Erik Strm,M,Finland,FIN,1924,Summer,Paris,Athletics,Athletics Men's 4 x 400 metres Relay,No medal
10465,Horst Astroth,M,Germany,GER,1960,Summer,Roma,Athletics,Athletics Men's 50 kilometres Walk,No medal
10466,Heidi Astrup,F,Denmark,DEN,1996,Summer,Atlanta,Handball,Handball Women's Handball,Gold
10467,Silvana Morel,F,Guatemala,GUA,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Freestyle,No medal
10468,Silvana Morel,F,Guatemala,GUA,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Freestyle,No medal
10469,Silvana Morel,F,Guatemala,GUA,1968,Summer,Mexico City,Swimming,Swimming Women's 400 metres Freestyle,No medal
10470,Silvana Morel,F,Guatemala,GUA,1968,Summer,Mexico City,Swimming,Swimming Women's 800 metres Freestyle,No medal
10471,Glenn Astwood,M,Bermuda,BER,1988,Summer,Seoul,Sailing,Sailing Mixed Multihull,No medal
10472,Gloria Asumnu,F,Nigeria,NGR,2012,Summer,London,Athletics,Athletics Women's 100 metres,No medal
10473,Gloria Asumnu,F,Nigeria,NGR,2012,Summer,London,Athletics,Athletics Women's 200 metres,No medal
10474,Gloria Asumnu,F,Nigeria,NGR,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
10475,Gloria Asumnu,F,Nigeria,NGR,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,No medal
10476,Gloria Asumnu,F,Nigeria,NGR,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
10477,rad Aumova,F,Azerbaijan,AZE,1996,Summer,Atlanta,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal
10478,rad Aumova,F,Azerbaijan,AZE,1996,Summer,Atlanta,Shooting,"Shooting Women's Sporting Pistol, 25 metres",No medal
10479,rad Aumova,F,Azerbaijan,AZE,2000,Summer,Sydney,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal
10480,rad Aumova,F,Azerbaijan,AZE,2000,Summer,Sydney,Shooting,"Shooting Women's Sporting Pistol, 25 metres",No medal
